seq,group,folder,ordinal,member,neutral_file,path,top,ok_broad,review,instrument_steal,status,final_source,shape,raw_consensus,raw_family,seconds,error,verification_note,third_party_enabled_rerun
87,3,one_shot_percussive_sounds/3,87,one_shot_percussive_sounds/3/143526.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00087.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.43,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
88,3,one_shot_percussive_sounds/3,88,one_shot_percussive_sounds/3/143527.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00088.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,hit_with_tail,,,1.21,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
89,3,one_shot_percussive_sounds/3,89,one_shot_percussive_sounds/3/143528.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00089.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,0.54,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
90,3,one_shot_percussive_sounds/3,90,one_shot_percussive_sounds/3/143539.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00090.wav,Drums/Rims and Sticks/Rimshot/One Shots,Drums,True,False,False,strong_consensus,,single_hit,,,0.6,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
91,4,one_shot_percussive_sounds/4,86,one_shot_percussive_sounds/4/203995.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00086.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,1.32,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
92,4,one_shot_percussive_sounds/4,87,one_shot_percussive_sounds/4/204623.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00087.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.44,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
93,4,one_shot_percussive_sounds/4,88,one_shot_percussive_sounds/4/204624.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00088.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,1.36,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
94,4,one_shot_percussive_sounds/4,89,one_shot_percussive_sounds/4/204625.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00089.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,1.34,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
95,4,one_shot_percussive_sounds/4,90,one_shot_percussive_sounds/4/204626.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00090.wav,Drums/Percussion/Generic Percussion/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,solo_phrase,,,1.29,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
96,5,one_shot_percussive_sounds/5,86,one_shot_percussive_sounds/5/434517.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00086.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,hit_with_tail,,,1.29,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
97,5,one_shot_percussive_sounds/5,87,one_shot_percussive_sounds/5/434518.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00087.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,hit_with_tail,,,1.35,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
98,5,one_shot_percussive_sounds/5,88,one_shot_percussive_sounds/5/434519.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00088.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.23,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
99,5,one_shot_percussive_sounds/5,89,one_shot_percussive_sounds/5/434521.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00089.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.27,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
100,5,one_shot_percussive_sounds/5,90,one_shot_percussive_sounds/5/434522.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00090.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,1.29,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
101,1,one_shot_percussive_sounds/1,91,one_shot_percussive_sounds/1/13978.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00091.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,hit_with_tail,,,1.39,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
102,1,one_shot_percussive_sounds/1,92,one_shot_percussive_sounds/1/13979.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00092.wav,Drums/Rims and Sticks/Rimshot/One Shots,Drums,True,False,False,strong_consensus,,single_hit,,,0.68,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
103,1,one_shot_percussive_sounds/1,93,one_shot_percussive_sounds/1/13980.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00093.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.32,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
104,1,one_shot_percussive_sounds/1,94,one_shot_percussive_sounds/1/13981.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00094.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.38,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
105,1,one_shot_percussive_sounds/1,95,one_shot_percussive_sounds/1/13982.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00095.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.29,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
106,2,one_shot_percussive_sounds/2,91,one_shot_percussive_sounds/2/103619.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00091.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,echo_tail_hit,,,1.3,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
107,2,one_shot_percussive_sounds/2,92,one_shot_percussive_sounds/2/103621.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00092.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,hit_with_tail,,,1.51,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
108,2,one_shot_percussive_sounds/2,93,one_shot_percussive_sounds/2/103622.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00093.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.3,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
109,2,one_shot_percussive_sounds/2,94,one_shot_percussive_sounds/2/103623.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00094.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,1.31,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
110,2,one_shot_percussive_sounds/2,95,one_shot_percussive_sounds/2/103624.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00095.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,strong_consensus,,echo_tail_hit,,,1.33,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
111,3,one_shot_percussive_sounds/3,91,one_shot_percussive_sounds/3/143540.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00091.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,hit_with_tail,,,1.39,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
112,3,one_shot_percussive_sounds/3,92,one_shot_percussive_sounds/3/143541.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00092.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,hit_with_tail,,,1.46,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
113,3,one_shot_percussive_sounds/3,93,one_shot_percussive_sounds/3/143542.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00093.wav,Drums/World Percussion/Latin Percussion/Conga/One Shots,Drums,True,False,False,final_weak_review_measured_drums_release,,single_hit,,,0.53,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
114,3,one_shot_percussive_sounds/3,94,one_shot_percussive_sounds/3/143543.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00094.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,single_hit,,,1.36,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
115,3,one_shot_percussive_sounds/3,95,one_shot_percussive_sounds/3/143544.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00095.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.43,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
116,4,one_shot_percussive_sounds/4,91,one_shot_percussive_sounds/4/204627.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00091.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,1.37,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
117,4,one_shot_percussive_sounds/4,92,one_shot_percussive_sounds/4/204629.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00092.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,percussive_one_shot_parent_firewall,,hit_with_tail,,,1.32,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
118,4,one_shot_percussive_sounds/4,93,one_shot_percussive_sounds/4/204630.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00093.wav,Drums/Kick Drums/Short Kick/One Shots,Drums,True,False,False,final_weak_review_measured_drums_release,,solo_phrase,,,1.26,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
119,4,one_shot_percussive_sounds/4,94,one_shot_percussive_sounds/4/204631.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00094.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,hit_with_tail,,,1.28,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
120,4,one_shot_percussive_sounds/4,95,one_shot_percussive_sounds/4/204632.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00095.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_weak_review_measured_drums_release,,solo_phrase,,,1.25,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
121,5,one_shot_percussive_sounds/5,91,one_shot_percussive_sounds/5/434705.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00091.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,1.35,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
122,5,one_shot_percussive_sounds/5,92,one_shot_percussive_sounds/5/434857.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00092.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.39,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
123,5,one_shot_percussive_sounds/5,93,one_shot_percussive_sounds/5/434861.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00093.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,hit_with_tail,,,1.31,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
124,5,one_shot_percussive_sounds/5,94,one_shot_percussive_sounds/5/435034.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00094.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.28,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
125,5,one_shot_percussive_sounds/5,95,one_shot_percussive_sounds/5/435035.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00095.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,0.5,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
126,1,one_shot_percussive_sounds/1,96,one_shot_percussive_sounds/1/13985.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00096.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,hit_with_tail,,,1.36,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
127,1,one_shot_percussive_sounds/1,97,one_shot_percussive_sounds/1/13986.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00097.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,hit_with_tail,,,1.46,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
128,1,one_shot_percussive_sounds/1,98,one_shot_percussive_sounds/1/13987.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00098.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,solo_phrase,,,1.41,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
129,1,one_shot_percussive_sounds/1,99,one_shot_percussive_sounds/1/13988.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00099.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.32,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
130,1,one_shot_percussive_sounds/1,100,one_shot_percussive_sounds/1/13989.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00100.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,hit_with_tail,,,1.34,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
131,2,one_shot_percussive_sounds/2,96,one_shot_percussive_sounds/2/103628.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00096.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,hit_with_tail,,,0.58,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
132,2,one_shot_percussive_sounds/2,97,one_shot_percussive_sounds/2/103629.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00097.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,pitched_repetition_phrase,,,1.57,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
133,2,one_shot_percussive_sounds/2,98,one_shot_percussive_sounds/2/103630.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00098.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_decisive_struck_percussion_parent_invariant,,hit_with_tail,,,1.35,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
134,2,one_shot_percussive_sounds/2,99,one_shot_percussive_sounds/2/103631.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00099.wav,Drums/Percussion/Generic Percussion/One Shots,Drums,True,False,False,percussive_one_shot_parent_firewall,,hit_with_tail,,,1.36,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
135,2,one_shot_percussive_sounds/2,100,one_shot_percussive_sounds/2/103632.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00100.wav,Drums/Percussion/Generic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,1.37,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
136,3,one_shot_percussive_sounds/3,96,one_shot_percussive_sounds/3/143545.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00096.wav,Drums/Rims and Sticks/Rimshot/One Shots,Drums,True,False,False,final_weak_review_measured_drums_release,,single_hit,,,0.58,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
137,3,one_shot_percussive_sounds/3,97,one_shot_percussive_sounds/3/143546.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00097.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,0.67,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
138,3,one_shot_percussive_sounds/3,98,one_shot_percussive_sounds/3/143547.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00098.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,hit_with_tail,,,1.32,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
139,3,one_shot_percussive_sounds/3,99,one_shot_percussive_sounds/3/143548.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00099.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.43,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
140,3,one_shot_percussive_sounds/3,100,one_shot_percussive_sounds/3/143549.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00100.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,0.59,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
141,4,one_shot_percussive_sounds/4,96,one_shot_percussive_sounds/4/204633.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00096.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,1.41,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
142,4,one_shot_percussive_sounds/4,97,one_shot_percussive_sounds/4/204634.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00097.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,1.49,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
143,4,one_shot_percussive_sounds/4,98,one_shot_percussive_sounds/4/204635.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00098.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,1.41,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
144,4,one_shot_percussive_sounds/4,99,one_shot_percussive_sounds/4/204636.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00099.wav,Drums/Percussion/Bells and Metallic Percussion/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,solo_phrase,,,1.47,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
145,4,one_shot_percussive_sounds/4,100,one_shot_percussive_sounds/4/204637.wav,/mnt/data/perc_v31169_run3/neutral_extract/g04/neutral_g04_00100.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,hit_with_tail,,,1.32,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
146,5,one_shot_percussive_sounds/5,96,one_shot_percussive_sounds/5/435036.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00096.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.27,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
147,5,one_shot_percussive_sounds/5,97,one_shot_percussive_sounds/5/435041.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00097.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.38,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
148,5,one_shot_percussive_sounds/5,98,one_shot_percussive_sounds/5/435042.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00098.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.29,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
149,5,one_shot_percussive_sounds/5,99,one_shot_percussive_sounds/5/435043.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00099.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.4,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
150,5,one_shot_percussive_sounds/5,100,one_shot_percussive_sounds/5/435389.wav,/mnt/data/perc_v31169_run3/neutral_extract/g05/neutral_g05_00100.wav,Drums/Toms/Floor Tom/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.39,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
151,1,one_shot_percussive_sounds/1,101,one_shot_percussive_sounds/1/13990.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00101.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.39,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
152,1,one_shot_percussive_sounds/1,102,one_shot_percussive_sounds/1/13995.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00102.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.5,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
153,1,one_shot_percussive_sounds/1,103,one_shot_percussive_sounds/1/13996.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00103.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.37,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
154,1,one_shot_percussive_sounds/1,104,one_shot_percussive_sounds/1/13998.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00104.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.27,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
155,1,one_shot_percussive_sounds/1,105,one_shot_percussive_sounds/1/14000.wav,/mnt/data/perc_v31169_run3/neutral_extract/g01/neutral_g01_00105.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.27,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
156,2,one_shot_percussive_sounds/2,101,one_shot_percussive_sounds/2/104122.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00101.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,1.38,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
157,2,one_shot_percussive_sounds/2,102,one_shot_percussive_sounds/2/104188.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00102.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.39,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
158,2,one_shot_percussive_sounds/2,103,one_shot_percussive_sounds/2/104221.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00103.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.26,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
159,2,one_shot_percussive_sounds/2,104,one_shot_percussive_sounds/2/104222.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00104.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.31,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
160,2,one_shot_percussive_sounds/2,105,one_shot_percussive_sounds/2/104223.wav,/mnt/data/perc_v31169_run3/neutral_extract/g02/neutral_g02_00105.wav,Drums/Snares/Generic Snare/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.32,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
161,3,one_shot_percussive_sounds/3,101,one_shot_percussive_sounds/3/143550.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00101.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.37,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
162,3,one_shot_percussive_sounds/3,102,one_shot_percussive_sounds/3/143551.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00102.wav,Drums/Percussion/Generic Percussion/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,0.64,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
163,3,one_shot_percussive_sounds/3,103,one_shot_percussive_sounds/3/143552.wav,/mnt/data/perc_v31169_run3/neutral_extract/g03/neutral_g03_00103.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_measured_protected_percussive_parent_claim,,single_hit,,,1.31,,bulk_screened_third_party_disabled; failures_rerun_enabled_before_fix,no
