seq,group,folder,ordinal,member,neutral_file,path,top,ok_broad,review,instrument_steal,status,final_source,shape,raw_consensus,raw_family,seconds,error,source_results_file,verification_mode
8,2,one_shot_percussive_sounds/2,148,one_shot_percussive_sounds/2/105510.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00148.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,1.91,,results_offset145_pf5.csv,bulk_disabled_third_party
9,2,one_shot_percussive_sounds/2,149,one_shot_percussive_sounds/2/105511.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00149.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,2.3,,results_offset145_pf5.csv,bulk_disabled_third_party
10,2,one_shot_percussive_sounds/2,150,one_shot_percussive_sounds/2/105512.wav,/mnt/data/perc_v31171/neutral_extract/g02/neutral_g02_00150.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,2.15,,results_offset145_pf5.csv,bulk_disabled_third_party
11,3,one_shot_percussive_sounds/3,146,one_shot_percussive_sounds/3/143726.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00146.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.95,,results_offset145_pf5.csv,bulk_disabled_third_party
12,3,one_shot_percussive_sounds/3,147,one_shot_percussive_sounds/3/143727.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00147.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.91,,results_offset145_pf5.csv,bulk_disabled_third_party
13,3,one_shot_percussive_sounds/3,148,one_shot_percussive_sounds/3/143728.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00148.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,2.0,,results_offset145_pf5.csv,bulk_disabled_third_party
14,3,one_shot_percussive_sounds/3,149,one_shot_percussive_sounds/3/143729.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00149.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,2.1,,results_offset145_pf5.csv,bulk_disabled_third_party
15,3,one_shot_percussive_sounds/3,150,one_shot_percussive_sounds/3/143730.wav,/mnt/data/perc_v31171/neutral_extract/g03/neutral_g03_00150.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.91,,results_offset145_pf5.csv,bulk_disabled_third_party
16,4,one_shot_percussive_sounds/4,146,one_shot_percussive_sounds/4/207928.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00146.wav,Drums/Snares/Acoustic Snare/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,2.35,,results_offset145_pf5.csv,bulk_disabled_third_party
17,4,one_shot_percussive_sounds/4,147,one_shot_percussive_sounds/4/207957.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00147.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,profile_candidate_kick_claim,,single_hit,,,1.67,,results_offset145_pf5.csv,bulk_disabled_third_party
18,4,one_shot_percussive_sounds/4,148,one_shot_percussive_sounds/4/207958.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00148.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,solo_phrase,,,1.76,,results_offset145_pf5.csv,bulk_disabled_third_party
19,4,one_shot_percussive_sounds/4,149,one_shot_percussive_sounds/4/207959.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00149.wav,Drums/Kick Drums/Generic Kick/One Shots,Drums,True,False,False,final_measured_kick_one_shot_invariant,,hit_with_tail,,,1.84,,results_offset145_pf5.csv,bulk_disabled_third_party
20,4,one_shot_percussive_sounds/4,150,one_shot_percussive_sounds/4/207960.wav,/mnt/data/perc_v31171/neutral_extract/g04/neutral_g04_00150.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,solo_phrase,,,1.74,,results_offset145_pf5.csv,bulk_disabled_third_party
21,5,one_shot_percussive_sounds/5,146,one_shot_percussive_sounds/5/439824.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00146.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,solo_phrase,,,2.1,,results_offset145_pf5.csv,bulk_disabled_third_party
22,5,one_shot_percussive_sounds/5,147,one_shot_percussive_sounds/5/439825.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00147.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,solo_phrase,,,6.95,,results_offset145_pf5.csv,fixed_third_party_enabled_individual
23,5,one_shot_percussive_sounds/5,148,one_shot_percussive_sounds/5/439826.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00148.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_measured_drum_one_shot_invariant,,single_hit,,,1.76,,results_offset145_pf5.csv,bulk_disabled_third_party
24,5,one_shot_percussive_sounds/5,149,one_shot_percussive_sounds/5/439827.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00149.wav,Drums/Toms/Generic Tom/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,solo_phrase,,,1.66,,results_offset145_pf5.csv,bulk_disabled_third_party
25,5,one_shot_percussive_sounds/5,150,one_shot_percussive_sounds/5/439828.wav,/mnt/data/perc_v31171/neutral_extract/g05/neutral_g05_00150.wav,Drums/Rims and Sticks/Generic Rim or Stick/One Shots,Drums,True,False,False,final_protected_percussive_parent_release,,single_hit,,,1.68,,results_offset145_pf5.csv,bulk_disabled_third_party
